Ticker,2023-12-29
BSX,57.810001373291016
FOLD,14.1899995803833
RVTY,108.57097625732422
CMS,54.12183380126953
SNPS,514.9099731445312
ROK,298.84307861328125
PCG,17.78228187561035
RSI,4.489999771118164
WK,101.52999877929688
GTX,9.426423072814941
MTCH,35.23210144042969
IGIB,46.945159912109375
TAP,56.64055633544922
FDX,241.17431640625
JNJ,146.63792419433594
VERX,26.940000534057617
ORA,74.77748107910156
SO,64.93121337890625
PGNY,37.18000030517578
AVGO,108.9266128540039
PHAT,9.130000114440918
BF-B,53.88511657714844
NI,24.74493980407715
TEX,55.77349090576172
PFE,24.8840274810791
HUM,444.1957092285156
TEL,136.04165649414062
KTOS,20.290000915527344
ROST,135.24197387695312
CMG,45.739200592041016
PPL,25.168277740478516
SRRK,18.799999237060547
FALN,22.90224838256836
CSX,33.551753997802734
VZ,32.02248764038086
CME,192.847900390625
ARE,111.97981262207031
PARR,36.369998931884766
J,105.20479583740234
VCIT,73.36143493652344
PODD,216.97999572753906
WGS,2.75
EMCB,56.640716552734375
ADSK,243.47999572753906
BALL,55.774566650390625
CALX,43.689998626708984
CVS,72.0884017944336
KEYS,159.08999633789062
JCI,55.832305908203125
RMBS,68.25
BTU,23.569889068603516
CNR,99.41780853271484
VLO,121.72451782226562
PHM,101.48997497558594
EMN,82.05345916748047
RDN,26.671207427978516
HSY,174.23947143554688
PAYX,110.9238052368164
SBUX,90.5654296875
DIS,88.50013732910156
ASGN,96.16999816894531
DG,128.80691528320312
GH,27.049999237060547
RTX,80.43789672851562
SMCI,28.426000595092773
ECVT,9.770000457763672
ITRI,75.51000213623047
HRMY,32.29999923706055
NMRK,10.73966121673584
CHRW,81.99053192138672
LRCX,76.74164581298828
TTD,71.95999908447266
RIOT,15.470000267028809
AMSC,11.140000343322754
NVCR,14.930000305175781
BWIN,24.020000457763672
NEE,56.848323822021484
ADTN,7.340000152587891
MKC,65.19112396240234
STLD,114.37388610839844
APTV,89.72000122070312
CRC,51.09687042236328
WMB,31.990999221801758
USTB,44.46987533569336
ICE,125.03759765625
EXC,32.97216796875
VRSN,203.42190551757812
LYB,80.8550033569336
HYLS,36.00748825073242
HRL,28.954397201538086
PII,85.91670989990234
MOS,33.34598159790039
ANF,88.22000122070312
FEMB,25.53407859802246
COO,94.61000061035156
CMC,48.44057083129883
GPC,129.17564392089844
BAX,36.889442443847656
DLTR,142.0500030517578
PG,138.31805419921875
GE,100.47215270996094
ASO,64.63500213623047
ON,83.52999877929688
MSFT,369.6719055175781
SONO,17.139999389648438
PPG,141.90414428710938
CINF,98.0013198852539
PWR,215.22769165039062
LEN,139.43304443359375
ACAD,31.309999465942383
SWK,89.45449829101562
CSCO,47.18780517578125
PDD,146.30999755859375
DVN,42.35487365722656
ARLO,9.520000457763672
SLV,21.780000686645508
NOW,141.29800415039062
ALL,133.79551696777344
AVNT,39.067359924316406
APA,32.636051177978516
MCHP,84.97855377197266
BBY,70.135498046875
WBD,11.380000114440918
CDP,23.2401065826416
COST,651.9500732421875
RVLV,16.579999923706055
CBRE,93.08999633789062
CRL,236.39999389648438
CALY,14.34000015258789
GKOS,79.48999786376953
LHX,201.8184356689453
MC,51.236900329589844
PANW,147.44000244140625
HAE,85.51000213623047
MU,84.66383361816406
APAM,36.46303176879883
BRK-B,356.6600036621094
PFG,72.49612426757812
AVAV,126.04000091552734
AAOI,19.31999969482422
AOS,79.10244750976562
ZD,67.19000244140625
WSM,97.07996368408203
COGT,5.880000114440918
ETN,234.12547302246094
TXG,55.959999084472656
AGZD,20.015613555908203
PGR,145.7646026611328
MLKN,24.709409713745117
MDT,76.5985107421875
EPAM,297.3399963378906
AFL,78.60546875
REZI,18.81999969482422
KDP,30.970911026000977
ZWS,28.788461685180664
SRE,69.65029907226562
AJG,220.29159545898438
TGT,131.1385498046875
RSG,160.89491271972656
TSN,49.8084831237793
KKR,81.72008514404297
COHU,35.38999938964844
MAR,220.7015838623047
AKAM,118.3499984741211
ANGL,24.981477737426758
LAUR,13.710000038146973
DBRG,17.415651321411133
VTR,46.56011199951172
SIG,104.50946807861328
DECK,111.40499877929688
HYZD,18.86345100402832
VCYT,27.510000228881836
FTV,54.950496673583984
VTRS,9.815594673156738
ACLS,129.69000244140625
MIR,10.25
LDOS,105.7451400756836
ED,84.27828216552734
LDSF,17.007450103759766
ELV,453.67730712890625
VRTX,406.8900146484375
WST,349.8243103027344
OPLN,14.8100004196167
CXW,14.529999732971191
SM,36.21147155761719
PAGS,12.101288795471191
PTCT,27.559999465942383
FSLY,17.799999237060547
APH,48.678306579589844
HE,14.1899995803833
EXPD,124.16056060791016
HAL,34.21297073364258
OPCH,33.689998626708984
IMAX,15.020000457763672
WTW,234.79676818847656
HSIC,75.70999908447266
GPN,123.97235870361328
HQY,66.30000305175781
EW,76.25
HP,32.94649124145508
TMHC,53.349998474121094
VTC,69.79706573486328
MOH,361.30999755859375
PSX,123.24111938476562
LASR,13.5
DYN,13.300000190734863
TRV,183.4168243408203
IR,77.18070220947266
AEP,74.82141876220703
D,42.2357063293457
JKHY,158.61961364746094
WAT,329.2300109863281
TJX,91.13899230957031
WKC,21.396913528442383
BX,122.4047622680664
LOW,213.1473388671875
CLMT,17.8700008392334
HCC,59.725486755371094
EXR,145.41998291015625
ZBRA,273.3299865722656
MAA,120.80603790283203
KLAC,570.5531005859375
CTSH,72.77843475341797
QCOM,137.8426055908203
DGX,131.29774475097656
ADI,191.48065185546875
ZBH,119.15798950195312
ABNB,136.13999938964844
PYPL,61.08341979980469
PZZA,69.47116088867188
TXT,80.24701690673828
ETR,46.97421646118164
CDNS,272.3699951171875
NXPI,220.53614807128906
SBAC,242.3800811767578
HLT,181.08506774902344
LIVN,51.7400016784668
NWSA,24.09095573425293
TDS,17.9499568939209
MSTR,63.1619987487793
UPS,138.4182586669922
SPGI,432.90185546875
PRU,93.0622329711914
CBOE,174.9895782470703
LEG,24.572742462158203
STZ,230.52085876464844
TMO,526.9633178710938
COP,108.28990173339844
OUST,7.670000076293945
NKE,103.60149383544922
GM,35.103084564208984
TEAM,237.86000061035156
SJM,115.90145874023438
ADMA,4.519999980926514
CRH,67.29679870605469
ATEN,12.744668006896973
XYL,111.39832305908203
STNE,18.030000686645508
CRS,69.89879608154297
BR,198.25099182128906
CSGP,87.38999938964844
SUSB,22.29100799560547
MRTN,20.200401306152344
TALO,14.229999542236328
FE,33.395870208740234
RDNT,34.77000045776367
PTC,174.9600067138672
ACN,337.6336364746094
TRMB,53.20000076293945
ROP,536.364501953125
CRI,67.6971206665039
FCX,41.21187210083008
DOW,47.792869567871094
UNP,233.48060607910156
ECL,193.90821838378906
CCI,101.96199798583984
FIS,57.17108154296875
MWA,14.015314102172852
EQT,37.42131042480469
PSKY,14.230371475219727
IVZ,16.117738723754883
INTC,49.58590316772461
QTWO,43.40999984741211
SLAB,132.27000427246094
ALLE,123.43221282958984
PSA,278.60943603515625
CAG,25.09132957458496
MNST,57.61000061035156
FORM,41.709999084472656
SEM,12.201627731323242
IRT,14.074219703674316
ADP,221.1942901611328
WY,32.39059066772461
ADM,66.58512878417969
CARG,24.15999984741211
MPC,141.52999877929688
FIVN,78.69000244140625
VIR,10.0600004196167
EMB,79.06867218017578
CMI,228.7173309326172
YUM,125.10088348388672
AME,162.50364685058594
VCSH,70.40776824951172
XPRO,15.920000076293945
APO,90.17655181884766
DNLI,21.459999084472656
VSH,22.76910972595215
PLAB,31.3700008392334
AZN,127.76461791992188
XEL,57.31179428100586
HUBG,44.690582275390625
BGC,7.087967872619629
MLI,45.87742614746094
DXCM,124.08999633789062
DNOW,11.319999694824219
A,136.65753173828125
KRG,20.19525909423828
PLD,123.66072082519531
SFM,48.11000061035156
RCUS,19.100000381469727
DOV,150.05885314941406
GILD,75.2852783203125
CVNA,52.939998626708984
LULU,511.2900085449219
FLR,39.16999816894531
DHI,148.54222106933594
VMC,223.3212890625
MHK,103.5
UTI,12.520000457763672
CORT,32.47999954223633
AGIO,22.270000457763672
VICR,44.939998626708984
BBIO,40.369998931884766
REG,61.200923919677734
BRO,70.07312774658203
XOM,92.64180755615234
ISRG,337.3599853515625
AEO,19.631343841552734
AON,286.86395263671875
MO,34.093318939208984
ABBV,142.1218719482422
EFX,243.2346954345703
SMTC,21.90999984741211
BKR,32.49884796142578
AVNS,22.43000030517578
PRMB,14.017329216003418
FRT,93.51000213623047
ACIW,30.600000381469727
KMT,24.009502410888672
HYXF,39.45911407470703
BLK,772.6390380859375
SLB,48.91505432128906
RMD,168.5337677001953
LMND,16.1299991607666
CTRA,23.693025588989258
TDW,72.11000061035156
TXN,159.48512268066406
SWKS,103.63694763183594
CCOI,67.29456329345703
FDS,464.7998352050781
CNC,74.20999908447266
MRK,101.52635955810547
MOD,59.70000076293945
EXLS,30.850000381469727
POR,39.096317291259766
PRIM,32.91424560546875
